ISO3,Location,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
UGA,Kampala,4892016,Men receiving an HIV test and receiving test results in the last 12 months,20.5,1,UG,Uganda,2006,UG2006DHS,HA_CPHT_M_T1R,135564160,I,452004,1452040,Region,..Kampala,0,,0,1,HACPHTMT1R,UGDHS2006452004,2006,DHS,435,446,,,1
UGA,East Central,3445286,Men receiving an HIV test and receiving test results in the last 12 months,7.1,1,UG,Uganda,2006,UG2006DHS,HA_CPHT_M_T1R,135564160,I,452006,1452060,Region,..East Central,0,,0,1,HACPHTMT1R,UGDHS2006452006,2006,DHS,418,472,,,1
UGA,Eastern,5797705,Men receiving an HIV test and receiving test results in the last 12 months,10.3,1,UG,Uganda,2006,UG2006DHS,HA_CPHT_M_T1R,135564160,I,452007,1452070,Region,..Eastern,0,,0,1,HACPHTMT1R,UGDHS2006452007,2006,DHS,647,552,,,1
UGA,West Nile,4344765,Men receiving an HIV test and receiving test results in the last 12 months,9.8,1,UG,Uganda,2006,UG2006DHS,HA_CPHT_M_T1R,135564160,I,452009,1452090,Region,..West Nile,0,,0,1,HACPHTMT1R,UGDHS2006452009,2006,DHS,248,388,,,1
UGA,Northern,2414420,Men receiving an HIV test and receiving test results in the last 12 months,13.3,1,UG,Uganda,2006,UG2006DHS,HA_CPHT_M_T1R,135564160,I,452010,1452100,Region,..Northern,0,,0,1,HACPHTMT1R,UGDHS2006452010,2006,DHS,666,868,,,1
UGA,Western,32768,Men receiving an HIV test and receiving test results in the last 12 months,5.6,1,UG,Uganda,2006,UG2006DHS,HA_CPHT_M_T1R,135564160,I,452014,1452140,Region,..Western,0,,0,1,HACPHTMT1R,UGDHS2006452014,2006,DHS,738,538,,,1
UGA,South West,4059130,Men receiving an HIV test and receiving test results in the last 12 months,8.9,1,UG,Uganda,2006,UG2006DHS,HA_CPHT_M_T1R,135564160,I,452015,1452150,Region,..South West,0,,0,1,HACPHTMT1R,UGDHS2006452015,2006,DHS,608,556,,,1
UGA,South Buganda,3786223,Physical or sexual violence committed by husband/partner,60.3,1,UG,Uganda,2006,UG2006DHS,DV_SPVL_W_POS,197433060,I,452002,1452020,Region,..South Buganda,631001,Ever-married,0,0,DVSPVLWPOS,UGDHS2006452002,2006,DHS,300,336,,,1
UGA,North Buganda,4266690,Physical or sexual violence committed by husband/partner,44.3,1,UG,Uganda,2006,UG2006DHS,DV_SPVL_W_POS,197433060,I,452003,1452030,Region,..North Buganda,631001,Ever-married,0,0,DVSPVLWPOS,UGDHS2006452003,2006,DHS,291,340,,,1
UGA,Kampala,7514694,Physical or sexual violence committed by husband/partner,41,1,UG,Uganda,2006,UG2006DHS,DV_SPVL_W_POS,197433060,I,452004,1452040,Region,..Kampala,631001,Ever-married,0,0,DVSPVLWPOS,UGDHS2006452004,2006,DHS,216,276,,,1
UGA,East Central,1730401,Physical or sexual violence committed by husband/partner,62.3,1,UG,Uganda,2006,UG2006DHS,DV_SPVL_W_POS,197433060,I,452006,1452060,Region,..East Central,631001,Ever-married,0,0,DVSPVLWPOS,UGDHS2006452006,2006,DHS,322,386,,,1
UGA,Eastern,3865950,Physical or sexual violence committed by husband/partner,73.6,1,UG,Uganda,2006,UG2006DHS,DV_SPVL_W_POS,197433060,I,452007,1452070,Region,..Eastern,631001,Ever-married,0,0,DVSPVLWPOS,UGDHS2006452007,2006,DHS,428,390,,,1
UGA,West Nile,6983185,Physical or sexual violence committed by husband/partner,58.1,1,UG,Uganda,2006,UG2006DHS,DV_SPVL_W_POS,197433060,I,452009,1452090,Region,..West Nile,631001,Ever-married,0,0,DVSPVLWPOS,UGDHS2006452009,2006,DHS,180,288,,,1
UGA,Northern,4205756,Physical or sexual violence committed by husband/partner,58.2,1,UG,Uganda,2006,UG2006DHS,DV_SPVL_W_POS,197433060,I,452010,1452100,Region,..Northern,631001,Ever-married,0,0,DVSPVLWPOS,UGDHS2006452010,2006,DHS,494,726,,,1
UGA,Western,3971158,Physical or sexual violence committed by husband/partner,56.1,1,UG,Uganda,2006,UG2006DHS,DV_SPVL_W_POS,197433060,I,452014,1452140,Region,..Western,631001,Ever-married,0,0,DVSPVLWPOS,UGDHS2006452014,2006,DHS,515,338,,,1
UGA,South West,6542110,Physical or sexual violence committed by husband/partner,65,1,UG,Uganda,2006,UG2006DHS,DV_SPVL_W_POS,197433060,I,452015,1452150,Region,..South West,631001,Ever-married,0,0,DVSPVLWPOS,UGDHS2006452015,2006,DHS,451,418,,,1
UGA,Central,5644848,Women circumcised (FGC),0.3,1,UG,Uganda,2006,UG2006DHS,FG_PFCC_W_WCC,207503010,I,452001,1452010,Region,Central,0,,0,1,FGPFCCWWCC,UGDHS2006452001,2006,DHS,2396,2429,,,
UGA,South Buganda,5851456,Women circumcised (FGC),0.5,1,UG,Uganda,2006,UG2006DHS,FG_PFCC_W_WCC,207503010,I,452002,1452020,Region,..South Buganda,0,,0,1,FGPFCCWWCC,UGDHS2006452002,2006,DHS,905,824,,,1
UGA,North Buganda,4808947,Women circumcised (FGC),0.1,1,UG,Uganda,2006,UG2006DHS,FG_PFCC_W_WCC,207503010,I,452003,1452030,Region,..North Buganda,0,,0,1,FGPFCCWWCC,UGDHS2006452003,2006,DHS,770,759,,,1
UGA,Kampala,6957912,Women circumcised (FGC),0.2,1,UG,Uganda,2006,UG2006DHS,FG_PFCC_W_WCC,207503010,I,452004,1452040,Region,..Kampala,0,,0,1,FGPFCCWWCC,UGDHS2006452004,2006,DHS,722,846,,,1
UGA,Eastern,3324996,Women circumcised (FGC),1.6,1,UG,Uganda,2006,UG2006DHS,FG_PFCC_W_WCC,207503010,I,452005,1452050,Region,Eastern,0,,0,1,FGPFCCWWCC,UGDHS2006452005,2006,DHS,1984,1825,,,
UGA,East Central,1096795,Women circumcised (FGC),0.5,1,UG,Uganda,2006,UG2006DHS,FG_PFCC_W_WCC,207503010,I,452006,1452060,Region,..East Central,0,,0,1,FGPFCCWWCC,UGDHS2006452006,2006,DHS,836,908,,,1
UGA,Eastern,2352759,Women circumcised (FGC),2.4,1,UG,Uganda,2006,UG2006DHS,FG_PFCC_W_WCC,207503010,I,452007,1452070,Region,..Eastern,0,,0,1,FGPFCCWWCC,UGDHS2006452007,2006,DHS,1148,917,,,1
UGA,Northern,5044227,Women circumcised (FGC),0.5,1,UG,Uganda,2006,UG2006DHS,FG_PFCC_W_WCC,207503010,I,452008,1452080,Region,Northern,0,,0,1,FGPFCCWWCC,UGDHS2006452008,2006,DHS,1793,2390,,,
UGA,West Nile,2631766,Women circumcised (FGC),0.1,1,UG,Uganda,2006,UG2006DHS,FG_PFCC_W_WCC,207503010,I,452009,1452090,Region,..West Nile,0,,0,1,FGPFCCWWCC,UGDHS2006452009,2006,DHS,471,726,,,1
UGA,Northern,6837393,Women circumcised (FGC),0.7,1,UG,Uganda,2006,UG2006DHS,FG_PFCC_W_WCC,207503010,I,452010,1452100,Region,..Northern,0,,0,1,FGPFCCWWCC,UGDHS2006452010,2006,DHS,1322,1664,,,1
UGA,Western,3292778,Women circumcised (FGC),0.3,1,UG,Uganda,2006,UG2006DHS,FG_PFCC_W_WCC,207503010,I,452013,1452130,Region,Western,0,,0,1,FGPFCCWWCC,UGDHS2006452013,2006,DHS,2357,1887,,,
UGA,Western,2824337,Women circumcised (FGC),0.5,1,UG,Uganda,2006,UG2006DHS,FG_PFCC_W_WCC,207503010,I,452014,1452140,Region,..Western,0,,0,1,FGPFCCWWCC,UGDHS2006452014,2006,DHS,1271,931,,,1
UGA,South West,4532606,Women circumcised (FGC),0.1,1,UG,Uganda,2006,UG2006DHS,FG_PFCC_W_WCC,207503010,I,452015,1452150,Region,..South West,0,,0,1,FGPFCCWWCC,UGDHS2006452015,2006,DHS,1086,956,,,1
UGA,South Buganda,1824913,Women with secondary or higher education,32.5,1,UG,Uganda,2006,UG2006DHS,ED_EDUC_W_SEH,231203100,I,452002,1452020,Region,..South Buganda,0,,0,1,EDEDUCWSEH,UGDHS2006452002,2006,DHS,1810,1648,,,1
UGA,North Buganda,4471454,Women with secondary or higher education,25.4,1,UG,Uganda,2006,UG2006DHS,ED_EDUC_W_SEH,231203100,I,452003,1452030,Region,..North Buganda,0,,0,1,EDEDUCWSEH,UGDHS2006452003,2006,DHS,1539,1518,,,1
UGA,Kampala,2541406,Women with secondary or higher education,62.4,1,UG,Uganda,2006,UG2006DHS,ED_EDUC_W_SEH,231203100,I,452004,1452040,Region,..Kampala,0,,0,1,EDEDUCWSEH,UGDHS2006452004,2006,DHS,1444,1692,,,1
UGA,East Central,2318405,Women with secondary or higher education,24.1,1,UG,Uganda,2006,UG2006DHS,ED_EDUC_W_SEH,231203100,I,452006,1452060,Region,..East Central,0,,0,1,EDEDUCWSEH,UGDHS2006452006,2006,DHS,1673,1816,,,1
UGA,Eastern,2243712,Women with secondary or higher education,17.3,1,UG,Uganda,2006,UG2006DHS,ED_EDUC_W_SEH,231203100,I,452007,1452070,Region,..Eastern,0,,0,1,EDEDUCWSEH,UGDHS2006452007,2006,DHS,2296,1834,,,1
UGA,West Nile,1848152,Women with secondary or higher education,10.8,1,UG,Uganda,2006,UG2006DHS,ED_EDUC_W_SEH,231203100,I,452009,1452090,Region,..West Nile,0,,0,1,EDEDUCWSEH,UGDHS2006452009,2006,DHS,942,1452,,,1
UGA,Northern,4319609,Women with secondary or higher education,8,1,UG,Uganda,2006,UG2006DHS,ED_EDUC_W_SEH,231203100,I,452010,1452100,Region,..Northern,0,,0,1,EDEDUCWSEH,UGDHS2006452010,2006,DHS,2644,3328,,,1
UGA,Western,2105782,Women with secondary or higher education,11.7,1,UG,Uganda,2006,UG2006DHS,ED_EDUC_W_SEH,231203100,I,452014,1452140,Region,..Western,0,,0,1,EDEDUCWSEH,UGDHS2006452014,2006,DHS,2541,1862,,,1
UGA,South West,6765280,Women with secondary or higher education,16,1,UG,Uganda,2006,UG2006DHS,ED_EDUC_W_SEH,231203100,I,452015,1452150,Region,..South West,0,,0,1,EDEDUCWSEH,UGDHS2006452015,2006,DHS,2173,1912,,,1
UGA,South Buganda,2184326,Women who are literate,78,1,UG,Uganda,2006,UG2006DHS,ED_LITR_W_LIT,231233090,I,452002,1452020,Region,..South Buganda,0,,0,1,EDLITRWLIT,UGDHS2006452002,2006,DHS,1810,1648,,,1
UGA,North Buganda,6183409,Women who are literate,71.8,1,UG,Uganda,2006,UG2006DHS,ED_LITR_W_LIT,231233090,I,452003,1452030,Region,..North Buganda,0,,0,1,EDLITRWLIT,UGDHS2006452003,2006,DHS,1539,1518,,,1
UGA,Kampala,6372323,Women who are literate,90.8,1,UG,Uganda,2006,UG2006DHS,ED_LITR_W_LIT,231233090,I,452004,1452040,Region,..Kampala,0,,0,1,EDLITRWLIT,UGDHS2006452004,2006,DHS,1444,1692,,,1
UGA,East Central,4266723,Women who are literate,52.2,1,UG,Uganda,2006,UG2006DHS,ED_LITR_W_LIT,231233090,I,452006,1452060,Region,..East Central,0,,0,1,EDLITRWLIT,UGDHS2006452006,2006,DHS,1673,1816,,,1
UGA,Eastern,2856263,Women who are literate,49.6,1,UG,Uganda,2006,UG2006DHS,ED_LITR_W_LIT,231233090,I,452007,1452070,Region,..Eastern,0,,0,1,EDLITRWLIT,UGDHS2006452007,2006,DHS,2296,1834,,,1
UGA,West Nile,5450903,Women who are literate,41.8,1,UG,Uganda,2006,UG2006DHS,ED_LITR_W_LIT,231233090,I,452009,1452090,Region,..West Nile,0,,0,1,EDLITRWLIT,UGDHS2006452009,2006,DHS,942,1452,,,1
UGA,Northern,6078069,Women who are literate,31.2,1,UG,Uganda,2006,UG2006DHS,ED_LITR_W_LIT,231233090,I,452010,1452100,Region,..Northern,0,,0,1,EDLITRWLIT,UGDHS2006452010,2006,DHS,2644,3328,,,1
UGA,Western,719651,Women who are literate,42.7,1,UG,Uganda,2006,UG2006DHS,ED_LITR_W_LIT,231233090,I,452014,1452140,Region,..Western,0,,0,1,EDLITRWLIT,UGDHS2006452014,2006,DHS,2541,1862,,,1
UGA,South West,5662404,Women who are literate,67.6,1,UG,Uganda,2006,UG2006DHS,ED_LITR_W_LIT,231233090,I,452015,1452150,Region,..South West,0,,0,1,EDLITRWLIT,UGDHS2006452015,2006,DHS,2173,1912,,,1
UGA,Central,2733708,Households with electricity,23.6,1,UG,Uganda,2006,UG2006DHS,HC_ELEC_H_ELC,260321010,I,452001,1452010,Region,Central,0,,0,1,HCELECHELC,UGDHS2006452001,2006,DHS,2612,2575,,,
UGA,South Buganda,6133794,Households with electricity,15.3,1,UG,Uganda,2006,UG2006DHS,HC_ELEC_H_ELC,260321010,I,452002,1452020,Region,..South Buganda,0,,0,1,HCELECHELC,UGDHS2006452002,2006,DHS,1029,896,,,1
UGA,North Buganda,5835613,Households with electricity,7.3,1,UG,Uganda,2006,UG2006DHS,HC_ELEC_H_ELC,260321010,I,452003,1452030,Region,..North Buganda,0,,0,1,HCELECHELC,UGDHS2006452003,2006,DHS,920,883,,,1
UGA,Kampala,205003,Households with electricity,59,1,UG,Uganda,2006,UG2006DHS,HC_ELEC_H_ELC,260321010,I,452004,1452040,Region,..Kampala,0,,0,1,HCELECHELC,UGDHS2006452004,2006,DHS,663,796,,,1
UGA,Eastern,4388685,Households with electricity,3.3,1,UG,Uganda,2006,UG2006DHS,HC_ELEC_H_ELC,260321010,I,452005,1452050,Region,Eastern,0,,0,1,HCELECHELC,UGDHS2006452005,2006,DHS,2030,1868,,,
UGA,East Central,2347277,Households with electricity,4,1,UG,Uganda,2006,UG2006DHS,HC_ELEC_H_ELC,260321010,I,452006,1452060,Region,..East Central,0,,0,1,HCELECHELC,UGDHS2006452006,2006,DHS,863,911,,,1
UGA,Eastern,6636179,Households with electricity,2.7,1,UG,Uganda,2006,UG2006DHS,HC_ELEC_H_ELC,260321010,I,452007,1452070,Region,..Eastern,0,,0,1,HCELECHELC,UGDHS2006452007,2006,DHS,1168,957,,,1
UGA,Northern,2868845,Households with electricity,0.8,1,UG,Uganda,2006,UG2006DHS,HC_ELEC_H_ELC,260321010,I,452008,1452080,Region,Northern,0,,0,1,HCELECHELC,UGDHS2006452008,2006,DHS,1858,2591,,,
UGA,West Nile,1735263,Households with electricity,1.2,1,UG,Uganda,2006,UG2006DHS,HC_ELEC_H_ELC,260321010,I,452009,1452090,Region,..West Nile,0,,0,1,HCELECHELC,UGDHS2006452009,2006,DHS,473,725,,,1
UGA,Northern,6163990,Households with electricity,0.7,1,UG,Uganda,2006,UG2006DHS,HC_ELEC_H_ELC,260321010,I,452010,1452100,Region,..Northern,0,,0,1,HCELECHELC,UGDHS2006452010,2006,DHS,1385,1866,,,1
UGA,Western,197139,Households with electricity,4.3,1,UG,Uganda,2006,UG2006DHS,HC_ELEC_H_ELC,260321010,I,452013,1452130,Region,Western,0,,0,1,HCELECHELC,UGDHS2006452013,2006,DHS,2370,1836,,,
UGA,Western,6540064,Households with electricity,3.5,1,UG,Uganda,2006,UG2006DHS,HC_ELEC_H_ELC,260321010,I,452014,1452140,Region,..Western,0,,0,1,HCELECHELC,UGDHS2006452014,2006,DHS,1289,909,,,1
UGA,South West,5121836,Households with electricity,5.2,1,UG,Uganda,2006,UG2006DHS,HC_ELEC_H_ELC,260321010,I,452015,1452150,Region,..South West,0,,0,1,HCELECHELC,UGDHS2006452015,2006,DHS,1081,927,,,1
UGA,South Buganda,646071,Total fertility rate 15-49,5.7,1,UG,Uganda,2009,UG2009MIS,FE_FRTR_W_TFR,11763080,I,452002,1452020,Region,..South Buganda,0,,0,1,FEFRTRWTFR,UGMIS2009452002,2009,MIS,,,,,1
UGA,North Buganda,4074124,Total fertility rate 15-49,5.9,1,UG,Uganda,2009,UG2009MIS,FE_FRTR_W_TFR,11763080,I,452003,1452030,Region,..North Buganda,0,,0,1,FEFRTRWTFR,UGMIS2009452003,2009,MIS,,,,,1
UGA,Kampala,646079,Total fertility rate 15-49,3.5,1,UG,Uganda,2009,UG2009MIS,FE_FRTR_W_TFR,11763080,I,452004,1452040,Region,..Kampala,0,,0,1,FEFRTRWTFR,UGMIS2009452004,2009,MIS,,,,,1
UGA,East Central (AIS/MIS),637285,Total fertility rate 15-49,6.6,1,UG,Uganda,2009,UG2009MIS,FE_FRTR_W_TFR,11763080,I,452020,1452065,Region,East Central (AIS/MIS),0,,0,1,FEFRTRWTFR,UGMIS2009452020,2009,MIS,,,,,1
UGA,Mid Eastern,628316,Total fertility rate 15-49,6.7,1,UG,Uganda,2009,UG2009MIS,FE_FRTR_W_TFR,11763080,I,452021,1452075,Region,Mid Eastern,0,,0,1,FEFRTRWTFR,UGMIS2009452021,2009,MIS,,,,,1
UGA,West Nile,637275,Total fertility rate 15-49,6.9,1,UG,Uganda,2009,UG2009MIS,FE_FRTR_W_TFR,11763080,I,452009,1452090,Region,..West Nile,0,,0,1,FEFRTRWTFR,UGMIS2009452009,2009,MIS,,,,,1
UGA,Mid Northern,646121,Total fertility rate 15-49,7.5,1,UG,Uganda,2009,UG2009MIS,FE_FRTR_W_TFR,11763080,I,452023,1452105,Region,Mid Northern,0,,0,1,FEFRTRWTFR,UGMIS2009452023,2009,MIS,,,,,1
UGA,North East,628304,Total fertility rate 15-49,7.1,1,UG,Uganda,2009,UG2009MIS,FE_FRTR_W_TFR,11763080,I,452022,1452125,Region,North East,0,,0,1,FEFRTRWTFR,UGMIS2009452022,2009,MIS,,,,,1
UGA,Western,652975,Total fertility rate 15-49,7,1,UG,Uganda,2009,UG2009MIS,FE_FRTR_W_TFR,11763080,I,452014,1452140,Region,..Western,0,,0,1,FEFRTRWTFR,UGMIS2009452014,2009,MIS,,,,,1
UGA,South West,652968,Total fertility rate 15-49,5.2,1,UG,Uganda,2009,UG2009MIS,FE_FRTR_W_TFR,11763080,I,452015,1452150,Region,..South West,0,,0,1,FEFRTRWTFR,UGMIS2009452015,2009,MIS,,,,,1
UGA,South Buganda,523494,Infant mortality rate,47,0,UG,Uganda,2009,UG2009MIS,CM_ECMR_C_IMR,63206030,I,452002,1452020,Region,..South Buganda,14003,Ten years preceding the survey,0,1,CMECMRCIMR,UGMIS2009452002,2009,MIS,,,27,67,1
UGA,North Buganda,7384374,Infant mortality rate,81,0,UG,Uganda,2009,UG2009MIS,CM_ECMR_C_IMR,63206030,I,452003,1452030,Region,..North Buganda,14003,Ten years preceding the survey,0,1,CMECMRCIMR,UGMIS2009452003,2009,MIS,,,61,101,1
UGA,Kampala,523285,Infant mortality rate,82,0,UG,Uganda,2009,UG2009MIS,CM_ECMR_C_IMR,63206030,I,452004,1452040,Region,..Kampala,14003,Ten years preceding the survey,0,1,CMECMRCIMR,UGMIS2009452004,2009,MIS,,,51,114,1
UGA,East Central (AIS/MIS),7291548,Infant mortality rate,61,0,UG,Uganda,2009,UG2009MIS,CM_ECMR_C_IMR,63206030,I,452020,1452065,Region,East Central (AIS/MIS),14003,Ten years preceding the survey,0,1,CMECMRCIMR,UGMIS2009452020,2009,MIS,,,49,73,1
UGA,Mid Eastern,7426597,Infant mortality rate,40,0,UG,Uganda,2009,UG2009MIS,CM_ECMR_C_IMR,63206030,I,452021,1452075,Region,Mid Eastern,14003,Ten years preceding the survey,0,1,CMECMRCIMR,UGMIS2009452021,2009,MIS,,,17,64,1
UGA,West Nile,503702,Infant mortality rate,89,0,UG,Uganda,2009,UG2009MIS,CM_ECMR_C_IMR,63206030,I,452009,1452090,Region,..West Nile,14003,Ten years preceding the survey,0,1,CMECMRCIMR,UGMIS2009452009,2009,MIS,,,54,124,1
UGA,Mid Northern,523336,Infant mortality rate,79,0,UG,Uganda,2009,UG2009MIS,CM_ECMR_C_IMR,63206030,I,452023,1452105,Region,Mid Northern,14003,Ten years preceding the survey,0,1,CMECMRCIMR,UGMIS2009452023,2009,MIS,,,49,109,1
UGA,North East,7400864,Infant mortality rate,58,0,UG,Uganda,2009,UG2009MIS,CM_ECMR_C_IMR,63206030,I,452022,1452125,Region,North East,14003,Ten years preceding the survey,0,1,CMECMRCIMR,UGMIS2009452022,2009,MIS,,,41,76,1
UGA,Western,7396590,Infant mortality rate,73,0,UG,Uganda,2009,UG2009MIS,CM_ECMR_C_IMR,63206030,I,452014,1452140,Region,..Western,14003,Ten years preceding the survey,0,1,CMECMRCIMR,UGMIS2009452014,2009,MIS,,,36,109,1
UGA,South West,7398745,Infant mortality rate,65,0,UG,Uganda,2009,UG2009MIS,CM_ECMR_C_IMR,63206030,I,452015,1452150,Region,..South West,14003,Ten years preceding the survey,0,1,CMECMRCIMR,UGMIS2009452015,2009,MIS,,,33,96,1
UGA,South Buganda,7118352,Under-five mortality rate,82,0,UG,Uganda,2009,UG2009MIS,CM_ECMR_C_U5M,63206050,I,452002,1452020,Region,..South Buganda,14003,Ten years preceding the survey,0,1,CMECMRCU5M,UGMIS2009452002,2009,MIS,,,54,111,1
UGA,North Buganda,7423667,Under-five mortality rate,116,0,UG,Uganda,2009,UG2009MIS,CM_ECMR_C_U5M,63206050,I,452003,1452030,Region,..North Buganda,14003,Ten years preceding the survey,0,1,CMECMRCU5M,UGMIS2009452003,2009,MIS,,,79,152,1
UGA,Kampala,1013875,Under-five mortality rate,93,0,UG,Uganda,2009,UG2009MIS,CM_ECMR_C_U5M,63206050,I,452004,1452040,Region,..Kampala,14003,Ten years preceding the survey,0,1,CMECMRCU5M,UGMIS2009452004,2009,MIS,,,63,123,1
UGA,East Central (AIS/MIS),7180746,Under-five mortality rate,82,0,UG,Uganda,2009,UG2009MIS,CM_ECMR_C_U5M,63206050,I,452020,1452065,Region,East Central (AIS/MIS),14003,Ten years preceding the survey,0,1,CMECMRCU5M,UGMIS2009452020,2009,MIS,,,50,114,1
UGA,Mid Eastern,7113692,Under-five mortality rate,67,0,UG,Uganda,2009,UG2009MIS,CM_ECMR_C_U5M,63206050,I,452021,1452075,Region,Mid Eastern,14003,Ten years preceding the survey,0,1,CMECMRCU5M,UGMIS2009452021,2009,MIS,,,26,108,1
UGA,West Nile,7567631,Under-five mortality rate,143,0,UG,Uganda,2009,UG2009MIS,CM_ECMR_C_U5M,63206050,I,452009,1452090,Region,..West Nile,14003,Ten years preceding the survey,0,1,CMECMRCU5M,UGMIS2009452009,2009,MIS,,,109,177,1
UGA,Mid Northern,1013876,Under-five mortality rate,116,0,UG,Uganda,2009,UG2009MIS,CM_ECMR_C_U5M,63206050,I,452023,1452105,Region,Mid Northern,14003,Ten years preceding the survey,0,1,CMECMRCU5M,UGMIS2009452023,2009,MIS,,,77,154,1
UGA,North East,517108,Under-five mortality rate,101,0,UG,Uganda,2009,UG2009MIS,CM_ECMR_C_U5M,63206050,I,452022,1452125,Region,North East,14003,Ten years preceding the survey,0,1,CMECMRCU5M,UGMIS2009452022,2009,MIS,,,75,126,1
UGA,Western,7149192,Under-five mortality rate,104,0,UG,Uganda,2009,UG2009MIS,CM_ECMR_C_U5M,63206050,I,452014,1452140,Region,..Western,14003,Ten years preceding the survey,0,1,CMECMRCU5M,UGMIS2009452014,2009,MIS,,,63,145,1
UGA,South West,7473572,Under-five mortality rate,107,0,UG,Uganda,2009,UG2009MIS,CM_ECMR_C_U5M,63206050,I,452015,1452150,Region,..South West,14003,Ten years preceding the survey,0,1,CMECMRCU5M,UGMIS2009452015,2009,MIS,,,70,144,1
UGA,South Buganda,6416629,Children under 5 who slept under an insecticide-treated net (ITN),22.3,1,UG,Uganda,2009,UG2009MIS,ML_NETC_C_ITN,124836020,I,452002,1452020,Region,..South Buganda,0,,0,1,MLNETCCITN,UGMIS2009452002,2009,MIS,297,356,,,1
UGA,North Buganda,1612050,Children under 5 who slept under an insecticide-treated net (ITN),11.3,1,UG,Uganda,2009,UG2009MIS,ML_NETC_C_ITN,124836020,I,452003,1452030,Region,..North Buganda,0,,0,1,MLNETCCITN,UGMIS2009452003,2009,MIS,352,372,,,1
UGA,Kampala,5025015,Children under 5 who slept under an insecticide-treated net (ITN),40.9,1,UG,Uganda,2009,UG2009MIS,ML_NETC_C_ITN,124836020,I,452004,1452040,Region,..Kampala,0,,0,1,MLNETCCITN,UGMIS2009452004,2009,MIS,142,219,,,1
UGA,East Central (AIS/MIS),5912662,Children under 5 who slept under an insecticide-treated net (ITN),18.9,1,UG,Uganda,2009,UG2009MIS,ML_NETC_C_ITN,124836020,I,452020,1452065,Region,East Central (AIS/MIS),0,,0,1,MLNETCCITN,UGMIS2009452020,2009,MIS,564,498,,,1
UGA,Mid Eastern,6431296,Children under 5 who slept under an insecticide-treated net (ITN),41.8,1,UG,Uganda,2009,UG2009MIS,ML_NETC_C_ITN,124836020,I,452021,1452075,Region,Mid Eastern,0,,0,1,MLNETCCITN,UGMIS2009452021,2009,MIS,479,427,,,1
UGA,West Nile,5385981,Children under 5 who slept under an insecticide-treated net (ITN),37,1,UG,Uganda,2009,UG2009MIS,ML_NETC_C_ITN,124836020,I,452009,1452090,Region,..West Nile,0,,0,1,MLNETCCITN,UGMIS2009452009,2009,MIS,346,511,,,1
UGA,Mid Northern,4913639,Children under 5 who slept under an insecticide-treated net (ITN),41.8,1,UG,Uganda,2009,UG2009MIS,ML_NETC_C_ITN,124836020,I,452023,1452105,Region,Mid Northern,0,,0,1,MLNETCCITN,UGMIS2009452023,2009,MIS,568,466,,,1
UGA,North East,3034773,Children under 5 who slept under an insecticide-treated net (ITN),64.5,1,UG,Uganda,2009,UG2009MIS,ML_NETC_C_ITN,124836020,I,452022,1452125,Region,North East,0,,0,1,MLNETCCITN,UGMIS2009452022,2009,MIS,358,443,,,1
UGA,Western,5731498,Children under 5 who slept under an insecticide-treated net (ITN),20,1,UG,Uganda,2009,UG2009MIS,ML_NETC_C_ITN,124836020,I,452014,1452140,Region,..Western,0,,0,1,MLNETCCITN,UGMIS2009452014,2009,MIS,383,451,,,1
UGA,South West,1625556,Children under 5 who slept under an insecticide-treated net (ITN),32.6,1,UG,Uganda,2009,UG2009MIS,ML_NETC_C_ITN,124836020,I,452015,1452150,Region,..South West,0,,0,1,MLNETCCITN,UGMIS2009452015,2009,MIS,487,325,,,1
UGA,South Buganda,3646476,Women with secondary or higher education,32,1,UG,Uganda,2009,UG2009MIS,ED_EDUC_W_SEH,231203100,I,452002,1452020,Region,..South Buganda,0,,0,1,EDEDUCWSEH,UGMIS2009452002,2009,MIS,324,403,,,1
UGA,North Buganda,2091594,Women with secondary or higher education,31.6,1,UG,Uganda,2009,UG2009MIS,ED_EDUC_W_SEH,231203100,I,452003,1452030,Region,..North Buganda,0,,0,1,EDEDUCWSEH,UGMIS2009452003,2009,MIS,369,383,,,1
UGA,Kampala,4041467,Women with secondary or higher education,66.4,1,UG,Uganda,2009,UG2009MIS,ED_EDUC_W_SEH,231203100,I,452004,1452040,Region,..Kampala,0,,0,1,EDEDUCWSEH,UGMIS2009452004,2009,MIS,271,422,,,1
UGA,East Central (AIS/MIS),719939,Women with secondary or higher education,35.5,1,UG,Uganda,2009,UG2009MIS,ED_EDUC_W_SEH,231203100,I,452020,1452065,Region,East Central (AIS/MIS),0,,0,1,EDEDUCWSEH,UGMIS2009452020,2009,MIS,513,403,,,1
UGA,Mid Eastern,3608489,Women with secondary or higher education,16.8,1,UG,Uganda,2009,UG2009MIS,ED_EDUC_W_SEH,231203100,I,452021,1452075,Region,Mid Eastern,0,,0,1,EDEDUCWSEH,UGMIS2009452021,2009,MIS,435,418,,,1
